Estadísticos;Repetición;Tiempo (micros);Fuerza (N);RFD (N/s)
Diferencia;;67753944;-43,7;-119,637
Promedio;;;1628,546;-0,645
Máximo;;;2798,72;12261,013

Muestra;Repetición;Tiempo (micros);Fuerza (N);RFD (N/s)
2434;0;27946672;2407,2;352,542
2435;0;27958172;2403,06;-717,581
2436;0;27969652;2390,71;-856,981
2437;0;27981148;2383,37;-45,692
2438;0;27992632;2389,66;633,705
2439;0;28004124;2397,93;234,117
2440;0;28015612;2395,04;-1184,714
2441;0;28027100;2370,71;-2315,024
2442;0;28038588;2341,85;-1458,188
2443;0;28050060;2337,23;538,388
2444;0;28061564;2354,22;1639,116
2445;0;28073048;2374,91;1148,355
2446;0;28084536;2380,6;89,674
2447;0;28096020;2376,97;-783,264
2448;0;28107504;2362,61;-1491,213
2449;0;28119008;2342,69;-1484,511
2450;0;28130488;2328,49;-761,191
2451;0;28141972;2325,21;-5,224
2452;0;28153460;2328,37;787,069
2453;0;28164956;2343,3;1232,811
2454;0;28176440;2356,7;743,208
2455;0;28187924;2360,37;-119,69
2456;0;28199416;2353,95;-756,705
2457;0;28210892;2342,99;-1030,82
2458;0;28222388;2330,27;-1019,147
2459;0;28233872;2319,57;-908,22
2460;0;28245356;2309,41;-393,087
2461;0;28256844;2310,54;939,948
2462;0;28268336;2331,01;1778,687
2463;0;28279816;2351,4;1094,811
2464;0;28291308;2356,16;62,641
2465;0;28302804;2352,84;-358,76
2466;0;28314276;2347,92;-573,307
2467;0;28325776;2339,67;-495,562
2468;0;28337260;2336,53;16,977
2469;0;28348748;2340,06;215,517
2470;0;28360228;2341,48;-34,843
2471;0;28371708;2339,26;-184,137
2472;0;28383200;2337,25;-74,848
2473;0;28394688;2337,54;142,783
2474;0;28406172;2340,53;-110,153
2475;0;28417656;2335,01;-379,593
2476;0;28429144;2331,81;-77,459
2477;0;28440636;2333,23;359,878
2478;0;28452124;2340,08;625,327
2479;0;28463600;2347,59;570,695
2480;0;28475096;2353,19;214,895
2481;0;28486588;2352,53;-545,352
2482;0;28498072;2340,66;-668,757
2483;0;28509556;2337,17;225,927
2484;0;28521044;2345,85;883,966
2485;0;28532532;2357,48;991,034
2486;0;28544020;2368,62;874,674
2487;0;28555512;2377,58;496,17
2488;0;28566996;2380,02;-433,438
2489;0;28578468;2367,63;-1560,759
2490;0;28589972;2344,16;-1368,581
2491;0;28601448;2336,18;79,704
2492;0;28612932;2345,99;1228,887
2493;0;28624420;2364,41;1246,299
2494;0;28635896;2374,61;377,917
2495;0;28647388;2373,09;-606,39
2496;0;28658868;2360,68;-1066,33
2497;0;28670364;2348,59;-1034,303
2498;0;28681840;2336,92;-950,183
2499;0;28693328;2326,77;-402,594
2500;0;28704816;2327,67;111,401
2501;0;28716308;2329,33;159,704
2502;0;28727796;2331,34;-12,628
2503;0;28739272;2329,04;-162,456
2504;0;28750756;2327,61;-39,164
2505;0;28762252;2328,14;-77,907
2506;0;28773732;2325,82;205,468
2507;0;28785224;2332,86;591,154
2508;0;28796704;2339,4;56,175
2509;0;28808188;2334,15;-450,113
2510;0;28819676;2329,06;-163,271
2511;0;28831156;2330,4;441,638
2512;0;28842636;2339,2;656,451
2513;0;28854128;2345,48;237,557
2514;0;28865620;2344,66;-400,853
2515;0;28877104;2336,27;-956,279
2516;0;28888584;2322,7;-1258,927
2517;0;28900068;2307,36;-1044,568
2518;0;28911560;2298,7;-509,662
2519;0;28923044;2295,65;52,664
2520;0;28934536;2299,91;593,663
2521;0;28946020;2309,29;570,595
2522;0;28957512;2313,02;-32,213
2523;0;28968992;2308,55;-685,617
2524;0;28980484;2297,27;-833,478
2525;0;28991980;2289,39;-212,794
2526;0;29003464;2292,38;212,433
2527;0;29014952;2294,27;-104,475
2528;0;29026436;2289,98;-405,205
2529;0;29037928;2284,96;-48,738
2530;0;29049416;2288,86;148,851
2531;0;29060904;2288,38;-113,617
2532;0;29072388;2286,25;318,269
2533;0;29083872;2295,69;883,966
2534;0;29095364;2306,56;830,432
2535;0;29106848;2314,77;389,102
2536;0;29118340;2315,5;116,603
2537;0;29129832;2317,45;143,193
2538;0;29141316;2318,79;85,727
2539;0;29152812;2319,42;759,356
2540;0;29164296;2336,24;1567,288
2541;0;29175788;2355,43;751,958
2542;0;29187276;2353,52;-1038,294
2543;0;29198768;2331,57;-1937,478
2544;0;29210244;2309,02;-1652,299
2545;0;29221736;2293,62;-1115,365
2546;0;29233232;2283,38;-457,354
2547;0;29244716;2283,11;425,587
2548;0;29256212;2293,16;1177,956
2549;0;29267688;2310,17;1537,089
2550;0;29279184;2328,47;1342,005
2551;0;29290676;2341,02;521,504
2552;0;29302156;2340,45;-444,609
2553;0;29313640;2330,81;-556,909
2554;0;29325140;2327,65;-201,844
2555;0;29336628;2326,17;182,831
2556;0;29348112;2331,85;258,185
2557;0;29359596;2332,1;-56,165
2558;0;29371080;2330,56;26,98
2559;0;29382576;2332,72;-66,144
2560;0;29394060;2329,04;-234,28
2561;0;29405540;2327,34;-162,315
2562;0;29417040;2325,31;372,433
2563;0;29428524;2335,9;839,283
2564;0;29440012;2344,59;484,854
2565;0;29451500;2347,04;-57,907
2566;0;29462980;2343,26;-975,705
2567;0;29474468;2324,63;-1607,92
2568;0;29485960;2306,31;-965,622
2569;0;29497448;2302,44;382,204
2570;0;29508932;2315,09;175,928
2571;0;29520412;2306,48;-1135,928
2572;0;29531900;2289;-991,905
2573;0;29543388;2283,69;-248,912
2574;0;29554880;2283,28;315,872
2575;0;29566372;2290,95;40,912
2576;0;29577856;2284,22;-1121,605
2577;0;29589348;2265,18;-1946,91
2578;7;29600836;2239,48;-1837,25
2579;7;29612328;2222,96;-639,363
2580;7;29623812;2224,79;683,56
2581;7;29635296;2238,66;1020,63
2582;7;29646788;2248,24;388,966
2583;7;29658280;2247,6;-240,251
2584;7;29669764;2242,72;-356,024
2585;7;29681256;2239,42;-388,231
2586;7;29692740;2233,8;-404,04
2587;7;29704224;2230,14;303,413
2588;7;29715712;2240,77;1563,643
2589;7;29727196;2266,06;1482,143
2590;7;29738672;2274,8;399,112
2591;7;29750172;2275,23;157,936
2592;7;29761656;2278,43;334,204
2593;7;29773152;2282,91;332,463
2594;7;29784636;2286,07;-67,921
2595;7;29796120;2281,35;-117,929
2596;7;29807616;2283,36;589,105
2597;7;29819104;2294,89;651,776
2598;7;29830584;2298,33;-176,768
2599;7;29842072;2290,83;-748,042
2600;7;29853564;2281,14;-467,88
2601;7;29865048;2280,08;-146,265
2602;7;29876536;2277,78;-177,172
2603;7;29888020;2276,01;108,847
2604;7;29899504;2280,28;249,434
2605;7;29910992;2281,74;-23,06
2606;7;29922488;2279,75;-657,093
2607;7;29933972;2266,64;-858,885
2608;7;29945448;2260,03;-50,949
2609;7;29956936;2265,47;647,52
2610;7;29968428;2274,91;636,641
2611;7;29979916;2280,1;187,184
2612;7;29991400;2279,21;-272,601
2613;7;30002880;2273,84;-773,115
2614;7;30014372;2261,45;-1386,664
2615;7;30025856;2241,98;-1575,67
2616;7;30037340;2225,26;-757,18
2617;7;30048836;2224,58;806,494
2618;7;30060316;2243,79;2067,375
2619;7;30071812;2272,08;1697,284
2620;7;30083288;2282,78;-20,024
2621;7;30094784;2271,62;-681,779
2622;7;30106272;2267,11;-198,869
2623;7;30117764;2267,05;55,285
2624;7;30129244;2268,38;135,818
2625;7;30140736;2270,17;91,368
2626;7;30152228;2270,48;-87,528
2627;7;30163700;2268,16;-78,819
2628;7;30175192;2268,67;177,484
2629;7;30186688;2272,24;402,524
2630;7;30198172;2277,92;344,948
2631;7;30209648;2280,16;217,183
2632;7;30221148;2282,91;-55,246
2633;7;30232636;2278,89;-259,056
2634;7;30244116;2276,96;-197,597
2635;7;30255612;2274,35;-141,912
2636;7;30267088;2273,7;-30,042
2637;7;30278580;2273,66;-97,476
2638;7;30290068;2271,46;-146,675
2639;7;30301556;2270,29;595,508
2640;7;30313040;2285,14;870,474
2641;7;30324532;2290,29;347,258
2642;7;30336020;2293,12;951,532
2643;7;30347516;2312,16;999,13
2644;7;30359000;2316,08;15,247
2645;7;30370472;2312,51;247,214
2646;7;30381976;2321,76;624,565
2647;7;30393464;2326,87;444,889
2648;7;30404948;2331,98;280,39
2649;7;30416432;2333,31;-381,267
2650;7;30427924;2323,22;-916,884
2651;7;30439412;2312,24;-774,421
2652;7;30450896;2305,43;-565,036
2653;7;30462384;2299,26;-501,219
2654;7;30473860;2293,92;131,923
2655;7;30485352;2302,29;1127,502
2656;7;30496840;2319,83;866,272
2657;7;30508324;2322,19;-256,008
2658;7;30519808;2313,95;-413,619
2659;7;30531292;2312,69;-201,079
2660;7;30542784;2309,33;-454,15
2661;7;30554280;2302,25;-315,982
2662;7;30565760;2302,07;-426,829
2663;7;30577240;2292,45;-1434,605
2664;7;30588728;2269,12;-1747,433
2665;7;30600228;2252,28;-1102,455
2666;7;30611704;2243,79;-491,989
2667;7;30623196;2240,98;339,168
2668;7;30634672;2251,58;1169,481
2669;7;30646172;2267,85;1228,246
2670;7;30657656;2279,81;727,843
2671;7;30669144;2284,57;276,859
2672;7;30680628;2286,17;191,069
2673;7;30692120;2288,96;241,95
2674;7;30703608;2291,73;-48,311
2675;7;30715096;2287,85;-620,648
2676;7;30726584;2277,47;-883,557
2677;7;30738060;2267,56;-806,058
2678;7;30749560;2258,95;-306,735
2679;7;30761044;2260,51;941,31
2680;7;30772528;2280,57;1814,699
2681;7;30784012;2302,19;1054,762
2682;7;30795500;2304,8;-225,017
2683;7;30806988;2297,02;-899,356
2684;7;30818472;2284,14;-536,647
2685;7;30829964;2284,69;-50,94
2686;7;30841440;2282,97;140,146
2687;7;30852940;2287,91;907,588
2688;7;30864424;2303,83;1118,318
2689;7;30875912;2313,6;104,439
2690;7;30887404;2306,23;-990,509
2691;7;30898880;2290,85;-1017,584
2692;7;30910380;2282,85;-196,659
2693;7;30921864;2286,33;763,538
2694;7;30933352;2300,39;1448,468
2695;7;30944840;2319,61;614,012
2696;7;30956332;2314,5;-1049,356
2697;7;30967816;2295,5;-1654,911
2698;7;30979300;2276,49;-1364,903
2699;7;30990792;2264,14;-291,993
2700;7;31002280;2269,78;895,126
2701;7;31013772;2284,71;1229,544
2702;7;31025256;2298,03;737,983
2703;7;31036740;2301,66;502,611
2704;7;31048236;2309,58;600,418
2705;7;31059724;2315,46;541,87
2706;7;31071212;2322,03;550,139
2707;7;31082700;2328,1;335,568
2708;7;31094188;2329,74;254,658
2709;7;31105672;2333,95;347,319
2710;7;31117164;2337,72;231,941
2711;7;31128652;2339,28;760,056
2712;7;31140136;2355,18;995,386
2713;0;31151628;2362,15;-234,198
2714;0;31163108;2349,8;-1659,265
2715;0;31174596;2324,04;-2130,42
2716;0;31186080;2300,86;-1362,726
2717;0;31197572;2292,73;52,673
2718;0;31209052;2302,07;1179,032
2719;0;31220540;2319,81;1168,814
2720;0;31232024;2328,92;481,288
2721;0;31243520;2330,87;6,092
2722;0;31255004;2329,06;-362,742
2723;0;31266484;2322,54;-515,064
2724;0;31277972;2317,23;-74,835
2725;0;31289468;2320,82;353,289
2726;0;31300956;2325,35;-43,088
2727;0;31312444;2319,83;-1025,674
2728;0;31323936;2301,78;-1639,102
2729;0;31335420;2282,17;-1053,892
2730;0;31346908;2277,57;91,851
2731;0;31358392;2284,28;675,17
2732;0;31369880;2293,08;1108,306
2733;0;31381364;2309,74;1495,213
2734;0;31392860;2327,44;1355,962
2735;0;31404344;2340,9;462,818
2736;0;31415828;2338,07;-736,805
2737;0;31427308;2323,98;-1575,396
2738;0;31438800;2301,88;-1652,454
2739;0;31450292;2286;-1180,568
2740;0;31461772;2274,76;-1065,21
2741;0;31473264;2261,53;-1097,72
2742;0;31484756;2249,53;-397,302
2743;0;31496244;2252,4;788,947
2744;0;31507736;2267,66;1033,943
2745;0;31519224;2276,16;666,696
2746;0;31530700;2282,97;740,289
2747;0;31542188;2293,16;108,771
2748;0;31553684;2285,47;-1362,054
2749;8;31565168;2261,86;-1880,007
2750;8;31576652;2242,29;-610,956
2751;8;31588132;2247,83;1257,621
2752;8;31599616;2271,17;1804,806
2753;8;31611104;2289,29;797,77
2754;8;31622580;2289,49;-678,136
2755;8;31634064;2273,72;-1625,609
2756;8;31645556;2252,14;-1320,279
2757;8;31657044;2243,38;-56,591
2758;8;31668528;2250,84;1051,028
2759;8;31680012;2267,52;1378,2
2760;8;31691500;2282,5;1018,712
2761;8;31702992;2290,93;816,939
2762;8;31714476;2301,27;1146,613
2763;8;31725964;2317,27;1456,192
2764;8;31737440;2334,71;901,097
2765;8;31748936;2337,97;-687,554
2766;8;31760420;2318,91;-1518,37
2767;8;31771908;2303,09;-934,889
2768;8;31783396;2297,43;178,945
2769;8;31794876;2307,2;1279,373
2770;8;31806376;2326,83;1203,011
2771;8;31817860;2334,85;338,297
2772;8;31829344;2334,6;-341,285
2773;8;31840832;2327,01;-1300,923
2774;8;31852320;2304,71;-1322,249
2775;8;31863808;2296,63;-157,148
2776;8;31875292;2301,1;526,545
2777;8;31886788;2308,73;522,375
2778;8;31898264;2313,1;171,543
2779;8;31909756;2312,67;-167,537
2780;8;31921244;2309,25;-666,028
2781;8;31932728;2297,37;-1371,277
2782;8;31944208;2277,76;-953,563
2783;8;31955684;2275,48;355,277
2784;8;31967176;2285,92;566,916
2785;8;31978668;2288,51;544,141
2786;8;31990148;2298,42;680,512
2787;8;32001636;2304,14;-127,96
2788;8;32013124;2295,48;-834,059
2789;8;32024608;2284,98;-931,458
2790;8;32036088;2274,09;-822,879
2791;8;32047564;2266,09;-264,855
2792;8;32059044;2268,01;302,648
2793;8;32070528;2273,04;254,658
2794;8;32082016;2273,86;-243,69
2795;8;32093508;2267,44;-10,01
2796;8;32104992;2273,63;1297,248
2797;8;32116472;2297,23;1859,655
2798;8;32127964;2316,35;999,913
2799;8;32139444;2320,2;-323,55
2800;8;32150928;2308,92;-1077,834
2801;8;32162416;2295,44;-920,526
2802;8;32173904;2287,77;-175,805
2803;8;32185396;2291,4;406,076
2804;8;32196880;2297,1;277,778
2805;8;32208364;2297,78;-131,052
2806;8;32219848;2294,09;-355,277
2807;8;32231332;2289,62;-369,017
2808;8;32242828;2285,61;-253,655
2809;8;32254316;2283,79;470,138
2810;8;32265800;2296,41;1379,265
2811;8;32277292;2315,48;1638,231
2812;8;32288776;2334,05;592,46
2813;8;32300264;2329,09;-1153,109
2814;8;32311740;2307,57;-1097,858
2815;8;32323236;2303,87;-16,965
2816;8;32334728;2307,18;570,595
2817;8;32346212;2316,98;1238,249
2818;8;32357704;2335,63;1438,458
2819;8;32369188;2350,03;-2,612
2820;8;32380672;2335,57;-2507,4
2821;8;32392160;2292,43;-3283,589
2822;8;32403656;2260,1;-1531,065
2823;8;32415144;2257,24;1043,372
2824;8;32426620;2284,06;2334,117
2825;8;32438112;2310,85;1187,326
2826;8;32449596;2311,34;-511,146
2827;8;32461080;2299,11;-1293,509
2828;8;32472580;2281,61;-1478,499
2829;8;32484056;2265,14;-845,524
2830;8;32495548;2262,19;794,327
2831;8;32507044;2283,4;1519,147
2832;8;32518528;2297,1;603,884
2833;8;32530012;2297,27;84,871
2834;8;32541504;2299,05;299,93
2835;8;32552984;2304,16;157,175
2836;8;32564472;2302,66;-634,25
2837;8;32575956;2289,59;-1010,101
2838;8;32587440;2279,46;-919,175
2839;8;32598944;2268,46;-554,202
2840;8;32610428;2266,72;588,543
2841;8;32621916;2281,98;1520,982
2842;8;32633400;2301,66;1137,709
2843;8;32644892;2308,12;522,882
2844;8;32656388;2313,68;651,436
2845;8;32667872;2323,09;852,203
2846;8;32679352;2333,25;937,99
2847;8;32690836;2344,63;788,214
2848;8;32702328;2351,36;50,044
2849;8;32713816;2345,78;-627,721
2850;8;32725300;2336,94;-612,272
2851;8;32736796;2331,71;-428,124
2852;8;32748284;2327,1;-25,674
2853;8;32759776;2331,12;686,129
2854;8;32771268;2342,87;87,452
2855;8;32782760;2333,13;-1014,972
2856;8;32794244;2319,55;-723,238
2857;8;32805740;2316,51;199,669
2858;8;32817232;2324,14;1009,222
2859;8;32828728;2339,71;1668,697
2860;8;32840220;2362,5;1843,113
2861;8;32851700;2382,05;1084,741
2862;0;32863184;2387,41;126,153
2863;0;32874688;2384,95;-791,442
2864;0;32886180;2369,21;-2081,302
2865;0;32897664;2337,13;-2659,732
2866;0;32909156;2308,1;-1472,764
2867;0;32920648;2303,28;542,74
2868;0;32932132;2320,57;826,515
2869;0;32943624;2322,27;-61,368
2870;0;32955108;2319,16;-168,349
2871;0;32966612;2318,4;-481,991
2872;0;32978096;2308,08;-434,233
2873;0;32989572;2308,43;-209,857
2874;0;33001064;2303,26;-979,036
2875;0;33012564;2285,92;-1249,347
2876;0;33024052;2274,54;-714,224
2877;0;33035540;2269,51;160,546
2878;0;33047036;2278,23;1003,481
2879;0;33058520;2292,57;1429,318
2880;0;33070012;2311,07;1217,581
2881;0;33081500;2320,55;-221,932
2882;0;33092992;2305,97;-1275,013
2883;0;33104488;2291,24;-1417,508
2884;0;33115976;2273,39;-1278,948
2885;0;33127460;2261,86;-636,751
2886;0;33138952;2258,76;-316,852
2887;0;33150436;2254,58;-266,022
2888;0;33161920;2252,65;18,709
2889;0;33173420;2255,01;638,918
2890;0;33184912;2267,34;787,069
2891;0;33196404;2273,1;415,216
2892;0;33207888;2276,88;575,718
2893;0;33219384;2286,33;311,413
2894;0;33230880;2284,04;-276,811
2895;0;33242360;2279,97;-490,597
2896;0;33253852;2272,77;-133,618
2897;0;33265336;2276,9;420,727
2898;0;33276836;2282,44;13,05
2899;0;33288324;2277,2;-718,141
2900;0;33299812;2265,94;-1123,586
2901;9;33311304;2251,38;-976,501
2902;9;33322792;2243,5;-195,822
2903;9;33334284;2246,88;499,913
2904;9;33345776;2254,99;627,937
2905;9;33357264;2261,31;684,389
2906;9;33368760;2270,72;1309,814
2907;9;33380252;2291,42;1445,537
2908;9;33391748;2303,95;207,137
2909;9;33403232;2296,18;-962,308
2910;9;33414724;2281,84;-1168,204
2911;9;33426216;2269,33;-957,623
2912;9;33437708;2259,83;-484,685
2913;9;33449200;2258,19;601,618
2914;9;33460696;2273,66;1228,46
2915;9;33472180;2286,42;754,873
2916;9;33483680;2291,01;418,552
2917;9;33495164;2296,04;322,623
2918;9;33506648;2298,42;-37,846
2919;9;33518152;2295,17;266,568
2920;9;33529644;2304,55;950,122
2921;9;33541128;2317;378,722
2922;9;33552616;2313,25;-525,583
2923;9;33564112;2304,92;-483,899
2924;9;33575596;2302,13;-281,984
2925;9;33587092;2298,44;-405,864
2926;9;33598584;2292,8;-329,417
2927;9;33610072;2290,87;164,056
2928;9;33621564;2296,57;452,41
2929;9;33633060;2301,27;-20,442
2930;9;33644556;2296,1;-583,116
2931;9;33656040;2287,87;-198,468
2932;9;33667532;2291,54;748,172
2933;9;33679016;2305,06;1176,88
2934;9;33690508;2318,58;780,108
2935;9;33702000;2322,99;257,135
2936;9;33713492;2324,49;-466,847
2937;9;33724984;2312,26;-1314,828
2938;9;33736476;2294,27;-1331,129
2939;9;33747972;2281,66;-379,46
2940;9;33759456;2285,55;1028,464
2941;9;33770948;2305,29;1293,959
2942;9;33782432;2315,28;181,058
2943;9;33793924;2309,45;-478,594
2944;9;33805416;2304,28;-264,097
2945;9;33816908;2303,38;-231,9
2946;9;33828400;2298,95;-721,497
2947;9;33839888;2286,8;-825,936
2948;9;33851380;2279,97;-271,153
2949;9;33862864;2280,57;386,925
2950;9;33874356;2288,86;1003,656
2951;9;33885840;2303,63;775,322
2952;9;33897340;2306,68;365,037
2953;9;33908824;2312,02;148,416
2954;9;33920316;2310,09;-747,912
2955;9;33931808;2294,83;-1357,939
2956;9;33943292;2278,89;-606,074
2957;9;33954792;2280,9;237,039
2958;9;33966284;2284,34;-26,971
2959;9;33977780;2280,28;111,005
2960;9;33989256;2286,89;901,097
2961;9;34000752;2300,98;902,21
2962;9;34012244;2307,63;749,521
2963;9;34023740;2318,21;484,685
2964;9;34035228;2318,77;228,619
2965;9;34046704;2323,46;286,486
2966;9;34058196;2325,35;-174,034
2967;9;34069688;2319,46;-771,105
